species,breed,heartRate,respiration,temperature,anomaly_class
cat,Sphynx,161.1,32.1,38.9,0
dog,German Shepherd,76.4,20.5,38.9,0
dog,Siberian Husky,75.6,17.7,38.0,0
dog,Beagle,77.2,16.1,38.9,0
dog,German Shepherd,61.5,25.1,38.3,0
cat,Maine Coon,160.2,35.3,38.1,0
dog,Bulldog,62.5,29.2,37.7,0
dog,Bulldog,78.9,24.3,38.1,0
dog,Poodle,91.7,15.5,38.4,0
cat,Maine Coon,149.3,33.5,38.9,0
dog,German Shepherd,190.1,11.7,37.8,1
dog,Labrador,76.1,24.2,38.3,0
cat,Persian,191.4,21.2,38.2,0
cat,Siamese,165.1,30.4,38.6,0
dog,Bulldog,78.8,14.2,38.3,0
dog,Beagle,62.1,25.7,37.8,0
dog,Siberian Husky,61.2,28.9,37.9,0
dog,German Shepherd,83.2,15.1,38.6,0
dog,German Shepherd,86.1,19.2,38.5,0
cat,Siamese,155.9,35.3,38.6,0
cat,Sphynx,217.4,26.5,38.1,0
dog,Labrador,74.5,24.5,38.8,0
cat,Persian,189.7,28.2,38.3,0
cat,Sphynx,183.7,19.4,38.8,0
dog,Poodle,60.4,18.8,38.8,0
cat,Maine Coon,313.3,26.1,39.0,1
cat,Siamese,177.0,28.8,38.5,0
cat,Maine Coon,184.4,39.6,38.4,0
dog,Labrador,89.2,24.7,37.6,0
cat,Sphynx,139.0,37.0,38.7,0
cat,Bengal,208.9,26.9,38.3,0
dog,German Shepherd,82.6,16.8,38.0,0
cat,Maine Coon,131.3,17.6,38.9,0
dog,Siberian Husky,73.5,24.4,38.6,0
cat,Persian,214.5,30.9,38.9,0
cat,Siamese,185.2,39.7,38.8,0
dog,Labrador,60.8,11.3,38.1,0
cat,Persian,135.8,28.9,39.2,0
dog,Bulldog,82.2,28.0,40.9,3
cat,Bengal,156.9,35.7,38.1,0
cat,Persian,154.2,18.3,38.3,0
cat,Maine Coon,204.2,19.2,38.8,0
dog,Labrador,61.7,17.3,37.6,0
cat,Sphynx,203.5,20.3,38.2,0
dog,Labrador,76.0,11.1,38.4,0
dog,Labrador,72.6,20.2,38.9,0
dog,German Shepherd,81.3,15.4,38.9,0
cat,Sphynx,194.6,39.8,39.2,0
cat,Sphynx,153.9,20.7,39.2,0
dog,Labrador,80.3,16.0,38.3,0
dog,Labrador,98.8,22.2,38.1,0
dog,Bulldog,93.9,23.4,38.6,0
cat,Siamese,195.3,23.1,38.9,0
cat,Maine Coon,139.3,16.8,39.0,0
dog,Bulldog,72.2,23.6,38.8,0
dog,Bulldog,61.4,22.8,37.6,0
cat,Sphynx,181.2,25.0,38.0,0
dog,Siberian Husky,67.5,26.7,38.0,0
dog,Bulldog,69.9,22.3,38.6,0
cat,Sphynx,204.7,16.6,39.1,0
dog,Labrador,95.3,19.5,38.3,0
dog,Bulldog,78.9,13.5,38.2,0
cat,Sphynx,189.6,18.7,38.6,0
cat,Siamese,184.0,21.4,38.3,0
cat,Sphynx,201.5,23.8,39.2,0
cat,Siamese,193.1,39.2,39.0,0
cat,Siamese,185.0,19.1,38.6,0
dog,Beagle,92.1,18.3,37.9,0
cat,Sphynx,140.2,19.7,38.6,0
cat,Maine Coon,197.5,32.1,38.4,0
dog,Poodle,64.1,12.1,40.9,3
dog,Bulldog,89.7,28.0,38.7,0
cat,Siamese,151.0,17.9,38.5,0
cat,Persian,215.9,33.4,39.1,0
cat,Maine Coon,173.8,35.6,38.3,0
dog,Siberian Husky,74.9,17.0,38.3,0
cat,Persian,163.1,33.4,38.8,0
dog,Beagle,73.7,26.2,37.9,0
cat,Siamese,218.7,23.2,38.1,0
dog,Labrador,82.1,26.2,38.1,0
dog,Beagle,88.8,15.7,37.9,0
dog,Beagle,98.9,15.7,38.0,0
dog,Poodle,86.6,18.8,38.9,0
cat,Maine Coon,198.1,34.5,38.4,0
dog,Bulldog,74.7,11.4,37.5,0
cat,Siamese,178.4,25.7,39.1,0
dog,Siberian Husky,62.4,16.0,37.9,0
dog,Labrador,71.0,26.1,37.8,0
dog,Beagle,73.5,21.8,38.2,0
cat,Maine Coon,195.0,22.6,38.5,0
dog,Bulldog,72.5,22.9,37.8,0
cat,Sphynx,126.2,37.3,39.0,0
dog,German Shepherd,63.7,20.2,37.7,0
cat,Persian,195.1,17.5,38.9,0
dog,Poodle,99.4,25.9,38.6,0
cat,Persian,215.8,34.5,38.7,0
dog,Bulldog,89.2,22.8,38.8,0
cat,Persian,173.8,36.6,38.3,0
cat,Siamese,122.7,23.0,38.5,0
cat,Sphynx,359.5,18.9,38.8,1
dog,Poodle,68.3,16.2,38.7,0
cat,Maine Coon,133.0,36.2,38.9,0
cat,Siamese,156.4,37.0,38.2,0
cat,Persian,213.5,38.9,39.2,0
dog,Poodle,63.7,19.2,38.1,0
dog,Bulldog,73.8,17.8,38.8,0
dog,German Shepherd,75.7,26.3,38.2,0
dog,Poodle,90.4,15.6,38.0,0
cat,Persian,197.5,31.6,38.3,0
dog,Beagle,96.6,14.3,37.6,0
cat,Maine Coon,216.0,22.6,38.3,0
cat,Sphynx,209.1,33.2,39.2,0
cat,Sphynx,197.5,26.8,38.6,0
dog,German Shepherd,72.6,11.1,38.4,0
dog,Poodle,78.4,21.1,38.8,0
cat,Bengal,208.2,19.5,38.6,0
cat,Bengal,148.9,36.4,38.5,0
cat,Persian,217.5,19.3,38.4,0
dog,German Shepherd,72.1,16.5,38.6,0
cat,Sphynx,204.0,23.0,39.1,0
dog,Poodle,94.1,24.2,38.9,0
dog,Labrador,81.2,10.8,39.0,0
cat,Maine Coon,188.5,35.7,38.5,0
cat,Maine Coon,187.5,21.8,38.7,0
cat,Maine Coon,191.9,37.0,38.5,0
cat,Siamese,167.2,25.8,38.4,0
dog,Poodle,97.0,19.2,38.2,0
cat,Maine Coon,159.4,29.0,38.1,0
dog,Labrador,96.3,26.9,40.6,3
cat,Persian,215.6,34.4,38.5,0
dog,Labrador,87.3,21.5,38.1,0
dog,Bulldog,97.7,13.6,38.5,0
cat,Siamese,164.1,32.1,38.0,0
cat,Bengal,162.8,31.4,39.1,0
cat,Sphynx,152.2,17.9,38.5,0
cat,Bengal,149.0,39.8,39.0,0
cat,Bengal,144.2,36.1,38.2,0
cat,Siamese,131.4,32.9,39.0,0
dog,Labrador,89.7,27.6,37.9,0
cat,Sphynx,157.6,35.6,38.5,0
dog,German Shepherd,62.0,11.1,38.5,0
dog,Bulldog,73.3,18.8,37.9,0
cat,Maine Coon,207.2,28.3,38.8,0
cat,Persian,208.2,17.0,39.1,0
cat,Maine Coon,200.2,38.0,38.9,0
dog,Bulldog,77.9,26.6,38.5,0
dog,Poodle,65.0,23.6,38.4,0
cat,Maine Coon,146.0,20.6,38.6,0
cat,Bengal,196.4,25.5,38.8,0
cat,Maine Coon,123.7,34.5,39.0,0
cat,Bengal,133.9,33.4,38.6,0
cat,Bengal,147.7,21.2,39.1,0
dog,Siberian Husky,79.0,29.9,38.6,0
cat,Maine Coon,167.6,23.6,38.4,0
cat,Sphynx,140.7,32.7,38.2,0
dog,Siberian Husky,62.7,20.2,38.2,0
cat,Siamese,178.1,33.5,38.3,0
dog,Bulldog,62.2,21.6,37.6,0
dog,Siberian Husky,68.7,11.2,37.7,0
cat,Bengal,152.7,19.9,38.0,0
cat,Sphynx,159.6,30.1,38.3,0
cat,Sphynx,212.9,32.4,38.8,0
cat,Bengal,151.0,21.8,38.4,0
cat,Maine Coon,208.4,17.9,38.1,0
dog,German Shepherd,97.8,26.8,37.9,0
cat,Siamese,134.6,23.1,38.6,0
dog,Poodle,96.0,23.3,37.7,0
cat,Sphynx,158.0,30.9,38.1,0
cat,Siamese,213.6,28.3,38.0,0
dog,Labrador,94.2,23.2,38.2,0
cat,Persian,164.4,21.9,38.8,0
cat,Persian,141.2,30.9,38.5,0
dog,German Shepherd,67.9,22.3,37.6,0
cat,Persian,217.5,30.0,38.5,0
cat,Persian,215.7,19.7,38.6,0
cat,Siamese,180.0,24.4,38.5,0
cat,Siamese,138.4,26.2,38.5,0
dog,German Shepherd,77.5,10.4,38.2,0
dog,Bulldog,68.0,11.6,40.7,3
cat,Persian,219.2,16.0,38.2,0
dog,Labrador,89.2,28.8,38.4,0
cat,Maine Coon,193.0,21.0,40.3,3
cat,Sphynx,220.0,24.7,38.1,0
cat,Bengal,178.1,19.9,38.3,0
cat,Bengal,168.4,28.6,38.8,0
dog,Bulldog,90.6,28.6,38.9,0
dog,Labrador,76.4,29.6,37.8,0
cat,Maine Coon,195.1,34.2,38.5,0
cat,Bengal,214.0,25.5,38.9,0
dog,Beagle,92.6,29.6,38.8,0
dog,Siberian Husky,93.8,17.2,38.5,0
dog,Poodle,68.6,23.8,38.4,0
dog,Bulldog,85.2,27.2,38.7,0
cat,Sphynx,147.6,35.1,38.3,0
cat,Bengal,156.4,32.3,38.9,0
dog,German Shepherd,87.2,19.4,38.1,0
dog,Poodle,87.6,21.3,38.8,0
dog,Bulldog,61.9,25.6,37.9,0
dog,Bulldog,98.9,27.0,38.6,0
cat,Sphynx,200.1,33.5,39.2,0
dog,Siberian Husky,83.9,14.6,37.7,0
cat,Maine Coon,187.3,17.1,38.3,0
dog,German Shepherd,88.0,10.1,38.2,0
dog,Bulldog,84.6,15.1,38.4,0
cat,Persian,178.8,21.4,38.7,0
cat,Bengal,161.0,30.7,38.6,0
dog,Poodle,70.0,10.0,37.8,0
cat,Persian,151.9,17.2,38.5,0
cat,Bengal,147.7,29.2,38.1,0
dog,German Shepherd,80.4,27.8,38.5,0
dog,German Shepherd,62.8,70.2,37.8,2
dog,Labrador,83.1,13.0,37.8,0
cat,Maine Coon,128.1,32.4,38.9,0
cat,Siamese,132.6,27.4,38.9,0
dog,Labrador,87.6,21.4,38.1,0
cat,Bengal,130.2,33.7,38.5,0
cat,Bengal,183.7,32.5,38.8,0
cat,Persian,189.7,17.2,38.4,0
cat,Persian,168.1,38.0,38.5,0
dog,Beagle,61.1,28.2,37.5,0
cat,Siamese,166.3,30.3,38.5,0
cat,Maine Coon,180.6,28.1,38.1,0
cat,Persian,151.6,30.7,38.2,0
cat,Bengal,162.8,29.6,38.8,0
dog,Beagle,92.1,18.5,38.5,0
dog,Bulldog,63.2,10.9,37.5,0
dog,Siberian Husky,76.4,22.6,38.5,0
cat,Bengal,175.8,39.0,39.1,0
cat,Persian,153.7,23.1,38.1,0
cat,Bengal,157.3,32.3,38.9,0
dog,German Shepherd,90.7,14.1,38.9,0
dog,Siberian Husky,72.9,26.4,38.3,0
dog,Poodle,86.7,12.7,38.1,0
cat,Bengal,173.5,16.4,38.3,0
dog,Siberian Husky,73.9,18.2,37.7,0
dog,Poodle,97.6,18.0,38.3,0
dog,Siberian Husky,72.1,16.9,39.0,0
dog,Poodle,79.6,12.7,37.9,0
cat,Persian,187.7,37.6,38.9,0
cat,Sphynx,143.5,22.3,38.8,0
cat,Sphynx,122.3,28.0,38.9,0
dog,Labrador,78.2,13.3,38.0,0
cat,Bengal,162.7,28.3,38.2,0
dog,German Shepherd,92.6,10.4,38.6,0
dog,Siberian Husky,75.7,21.8,38.5,0
dog,Labrador,83.3,87.5,38.5,2
cat,Persian,174.8,28.9,38.1,0
dog,Siberian Husky,83.5,24.9,38.1,0
cat,Maine Coon,211.1,29.4,38.3,0
dog,Beagle,71.3,12.4,38.5,0
dog,Poodle,84.4,15.5,38.6,0
dog,Poodle,98.8,19.1,37.9,0
cat,Maine Coon,160.1,36.0,38.8,0
cat,Siamese,156.3,36.6,38.6,0
dog,Beagle,88.7,22.0,37.8,0
dog,Labrador,75.5,15.7,37.9,0
dog,Siberian Husky,98.9,15.3,38.6,0
dog,Bulldog,69.8,21.5,37.9,0
cat,Siamese,201.5,24.6,38.6,0
cat,Sphynx,198.8,29.8,38.1,0
cat,Sphynx,124.5,19.6,38.5,0
dog,Bulldog,60.0,28.1,37.5,0
dog,Siberian Husky,92.3,25.4,37.7,0
cat,Siamese,122.7,32.7,39.2,0
cat,Sphynx,149.3,32.3,38.4,0
cat,Bengal,123.1,38.4,38.2,0
cat,Persian,217.8,36.8,38.1,0
dog,Beagle,134.2,28.6,38.9,1
dog,Poodle,92.6,15.6,37.7,0
dog,Bulldog,80.0,25.3,37.9,0
cat,Bengal,154.6,26.8,38.9,0
cat,Persian,177.2,26.9,38.2,0
cat,Maine Coon,168.8,19.5,39.0,0
dog,Poodle,78.1,15.6,38.9,0
cat,Siamese,170.4,35.3,38.7,0
dog,Labrador,76.1,23.5,38.5,0
dog,Labrador,70.1,11.3,37.9,0
cat,Siamese,204.8,21.1,38.7,0
dog,Siberian Husky,61.5,15.5,37.9,0
cat,Maine Coon,204.3,20.4,39.0,0
cat,Siamese,121.5,18.8,38.3,0
cat,Bengal,191.6,33.6,39.1,0
cat,Maine Coon,170.3,39.2,38.1,0
dog,Beagle,69.5,22.5,38.0,0
cat,Siamese,165.1,18.8,38.5,0
dog,Poodle,73.4,13.4,38.5,0
dog,Beagle,71.4,24.7,37.5,0
cat,Sphynx,159.8,38.7,38.3,0
cat,Sphynx,176.2,33.6,39.0,0
dog,Poodle,82.9,28.1,38.9,0
cat,Persian,166.9,34.1,39.1,0
dog,Siberian Husky,77.8,29.3,38.4,0
cat,Bengal,148.0,23.7,39.2,0
cat,Persian,213.8,33.4,38.7,0
dog,Bulldog,79.5,12.7,37.9,0
cat,Sphynx,176.2,22.1,39.1,0
dog,Siberian Husky,94.3,23.3,38.2,0
dog,Siberian Husky,69.2,26.0,38.8,0
dog,Labrador,89.8,18.2,37.8,0
dog,Bulldog,73.7,15.4,38.9,0
dog,Beagle,60.6,14.4,37.9,0
dog,German Shepherd,71.2,26.1,38.9,0
dog,Bulldog,62.3,28.3,38.2,0
dog,German Shepherd,94.6,22.0,38.6,0
cat,Maine Coon,189.6,22.1,40.0,3
cat,Sphynx,175.8,20.4,40.6,3
cat,Maine Coon,218.2,32.8,38.6,0
dog,Siberian Husky,62.2,29.5,37.8,0
dog,Labrador,77.8,25.0,38.3,0
cat,Maine Coon,166.6,31.7,38.1,0
cat,Sphynx,149.5,26.1,38.6,0
dog,Siberian Husky,93.8,24.7,37.8,0
cat,Siamese,162.2,36.3,38.8,0
cat,Persian,146.1,26.0,38.8,0
cat,Sphynx,205.7,35.2,38.3,0
dog,Beagle,60.7,26.6,37.8,0
cat,Maine Coon,124.2,39.3,39.0,0
cat,Sphynx,165.1,29.5,38.7,0
dog,Siberian Husky,86.4,14.2,38.8,0
cat,Maine Coon,186.6,37.9,38.6,0
cat,Siamese,126.8,32.4,38.1,0
dog,Poodle,86.0,12.3,38.3,0
cat,Sphynx,163.2,33.1,38.0,0
cat,Maine Coon,182.1,18.2,38.5,0
dog,Poodle,86.0,23.4,38.7,0
cat,Persian,185.5,26.9,39.1,0
dog,Labrador,89.6,27.9,38.2,0
cat,Siamese,193.8,25.6,38.1,0
dog,German Shepherd,72.0,21.9,38.2,0
cat,Bengal,185.5,27.2,38.6,0
cat,Maine Coon,138.6,35.0,38.5,0
dog,Bulldog,76.6,24.4,38.1,0
cat,Persian,136.4,17.3,38.1,0
cat,Sphynx,145.2,22.9,38.4,0
dog,Bulldog,181.8,17.4,38.6,1
dog,Poodle,80.7,18.3,37.8,0
dog,Labrador,70.3,22.1,38.1,0
cat,Siamese,177.3,32.5,38.4,0
cat,Bengal,178.1,37.8,39.0,0
dog,Bulldog,78.7,18.2,38.7,0
dog,Bulldog,97.4,16.1,38.7,0
dog,Siberian Husky,65.6,10.0,38.7,0
dog,Beagle,72.7,24.6,37.9,0
cat,Bengal,356.1,38.8,39.1,1
dog,Beagle,66.6,24.1,38.3,0
dog,German Shepherd,75.6,12.1,38.5,0
cat,Sphynx,120.2,29.3,38.3,0
dog,Poodle,66.5,12.4,38.6,0
cat,Persian,202.9,36.8,38.6,0
cat,Maine Coon,169.9,25.8,39.1,0
dog,Siberian Husky,84.3,12.4,38.0,0
dog,Poodle,79.0,10.1,37.5,0
dog,Poodle,82.0,25.0,38.7,0
dog,Siberian Husky,88.8,16.7,37.9,0
cat,Maine Coon,142.0,20.3,38.0,0
cat,Maine Coon,195.2,25.0,38.6,0
dog,Beagle,76.2,14.5,37.9,0
cat,Siamese,151.8,28.7,39.1,0
dog,Poodle,85.5,23.2,38.8,0
cat,Persian,212.5,35.6,38.4,0
cat,Sphynx,170.7,35.5,39.0,0
dog,Siberian Husky,93.0,18.4,37.6,0
cat,Sphynx,178.4,21.1,38.1,0
dog,German Shepherd,64.8,28.8,37.8,0
cat,Siamese,202.5,36.3,38.8,0
dog,Bulldog,84.6,19.5,38.1,0
dog,Beagle,84.3,18.3,38.1,0
cat,Siamese,185.7,16.4,38.1,0
cat,Bengal,211.6,28.0,38.5,0
cat,Maine Coon,165.6,39.9,38.7,0
cat,Sphynx,160.7,24.1,38.9,0
cat,Bengal,176.4,33.4,38.6,0
dog,Siberian Husky,88.3,16.0,38.1,0
cat,Sphynx,173.7,34.9,38.7,0
dog,German Shepherd,64.2,14.7,38.9,0
cat,Persian,194.2,19.5,38.3,0
cat,Siamese,215.3,17.9,38.6,0
dog,Siberian Husky,72.1,17.7,38.8,0
dog,Labrador,60.9,27.2,38.4,0
dog,Labrador,67.2,21.6,38.9,0
cat,Siamese,130.4,32.3,38.9,0
dog,Bulldog,69.4,22.7,38.9,0
dog,Beagle,92.7,21.0,38.9,0
dog,German Shepherd,61.5,15.0,38.6,0
dog,Beagle,89.3,26.1,38.5,0
cat,Maine Coon,174.0,32.9,38.4,0
dog,Poodle,73.2,20.2,37.5,0
dog,German Shepherd,84.9,10.5,38.1,0
cat,Maine Coon,164.6,23.4,38.7,0
cat,Bengal,154.5,24.4,38.7,0
dog,Siberian Husky,64.5,18.8,38.2,0
cat,Siamese,138.0,37.7,38.4,0
cat,Maine Coon,186.4,32.4,38.6,0
dog,Siberian Husky,81.0,14.2,38.3,0
cat,Bengal,179.1,28.9,38.8,0
dog,Beagle,85.5,21.9,38.5,0
cat,Bengal,197.5,28.6,38.3,0
dog,German Shepherd,86.8,26.3,37.9,0
dog,Beagle,76.3,15.7,38.3,0
cat,Sphynx,164.4,18.5,38.7,0
dog,Beagle,90.9,11.5,38.0,0
cat,Bengal,162.9,37.5,38.3,0
dog,Poodle,67.5,25.5,38.2,0
cat,Maine Coon,136.1,25.8,38.8,0
cat,Bengal,178.8,29.5,38.8,0
cat,Siamese,153.1,39.9,38.4,0
dog,Labrador,73.8,28.3,37.9,0
cat,Bengal,127.5,26.8,38.1,0
cat,Sphynx,181.6,21.2,38.9,0
dog,Poodle,94.7,29.7,38.3,0
dog,German Shepherd,75.3,64.9,38.2,2
dog,Beagle,87.9,15.1,38.3,0
cat,Bengal,157.9,32.6,38.3,0
cat,Persian,187.3,28.7,38.5,0
cat,Sphynx,152.6,16.7,38.0,0
dog,Beagle,85.3,20.1,37.6,0
dog,Siberian Husky,83.2,19.1,38.9,0
dog,Poodle,74.9,15.2,38.6,0
cat,Bengal,155.5,38.8,38.8,0
cat,Siamese,177.6,27.6,39.0,0
cat,Maine Coon,191.1,28.2,38.8,0
dog,Bulldog,63.1,21.2,38.0,0
dog,German Shepherd,86.9,12.3,38.5,0
cat,Maine Coon,140.5,116.7,38.2,2
cat,Sphynx,219.7,34.9,38.3,0
cat,Sphynx,169.3,32.7,38.0,0
dog,Labrador,74.7,23.8,38.1,0
dog,Siberian Husky,97.8,11.0,38.8,0
dog,German Shepherd,70.0,21.6,38.8,0
cat,Maine Coon,188.4,23.1,38.0,0
dog,Siberian Husky,69.1,22.0,38.5,0
dog,Labrador,97.3,24.5,38.4,0
cat,Sphynx,185.7,36.1,38.4,0
dog,Bulldog,68.8,18.6,38.5,0
dog,Bulldog,73.8,17.0,38.1,0
dog,Poodle,88.1,13.7,38.4,0
dog,Bulldog,83.2,19.8,38.5,0
dog,Beagle,80.5,22.9,37.7,0
cat,Bengal,206.5,18.3,38.8,0
cat,Siamese,125.8,20.1,38.9,0
cat,Persian,209.5,38.5,38.7,0
cat,Siamese,128.6,38.7,38.4,0
cat,Persian,213.6,22.3,38.5,0
dog,Poodle,77.6,19.7,37.8,0
dog,Beagle,99.5,22.1,37.9,0
dog,Siberian Husky,84.1,26.7,38.7,0
cat,Maine Coon,172.7,28.9,38.9,0
dog,Labrador,60.7,25.9,37.6,0
dog,German Shepherd,77.7,21.2,38.8,0
cat,Bengal,126.8,24.8,39.1,0
cat,Persian,128.1,27.2,38.9,0
cat,Sphynx,161.1,111.0,38.5,2
dog,Beagle,66.6,21.7,39.0,0
cat,Sphynx,137.7,30.2,38.6,0
dog,Labrador,76.2,19.9,38.6,0
cat,Siamese,148.5,37.6,38.2,0
dog,Siberian Husky,78.5,11.8,38.4,0
dog,Siberian Husky,72.4,22.3,38.3,0
cat,Maine Coon,187.3,20.3,38.6,0
cat,Maine Coon,205.5,22.1,38.4,0
cat,Bengal,190.8,37.7,38.2,0
cat,Persian,192.2,30.8,38.2,0
cat,Siamese,190.3,32.7,38.4,0
cat,Siamese,180.8,27.5,38.3,0
cat,Maine Coon,174.3,24.1,38.8,0
cat,Maine Coon,215.8,25.2,38.1,0
dog,Siberian Husky,98.1,22.8,37.9,0
dog,Labrador,98.2,13.0,38.2,0
cat,Sphynx,120.2,35.8,39.2,0
dog,Beagle,65.7,16.3,38.8,0
cat,Maine Coon,180.5,30.8,38.2,0
dog,German Shepherd,62.4,15.5,38.9,0
cat,Bengal,152.4,28.0,38.7,0
dog,Poodle,62.7,21.6,38.0,0
cat,Sphynx,163.3,22.6,39.2,0
cat,Sphynx,215.7,25.4,38.5,0
cat,Siamese,157.8,36.6,38.3,0
dog,Bulldog,93.1,18.9,40.3,3
cat,Persian,200.1,39.3,38.3,0
cat,Maine Coon,216.9,21.4,38.3,0
dog,German Shepherd,89.2,21.2,38.0,0
cat,Bengal,181.9,30.0,38.7,0
dog,German Shepherd,82.7,28.3,37.6,0
dog,Labrador,62.2,16.6,38.6,0
cat,Sphynx,136.5,31.6,38.3,0
cat,Maine Coon,172.2,26.0,39.0,0
cat,Persian,139.8,27.3,41.0,3
dog,German Shepherd,86.0,28.7,37.6,0
dog,Beagle,60.8,14.5,37.6,0
cat,Persian,213.2,22.5,38.9,0
dog,Labrador,77.5,24.5,38.2,0
cat,Bengal,186.9,16.4,39.0,0
cat,Persian,132.0,19.4,38.8,0
cat,Bengal,155.6,39.1,39.1,0
cat,Persian,136.1,27.4,39.1,0
cat,Maine Coon,200.1,27.1,38.1,0
dog,Beagle,76.8,20.2,37.6,0
dog,Beagle,78.1,17.1,38.1,0
cat,Sphynx,170.1,19.9,39.2,0
cat,Persian,137.3,16.7,38.5,0
cat,Bengal,196.2,38.9,39.2,0
cat,Persian,125.2,21.1,38.1,0
cat,Siamese,208.8,32.1,39.2,0
cat,Bengal,154.7,26.9,38.7,0
dog,Beagle,97.5,27.2,38.8,0
cat,Bengal,187.7,21.1,38.4,0
cat,Maine Coon,183.4,18.8,38.9,0
dog,Siberian Husky,73.3,21.6,37.6,0
dog,Siberian Husky,74.9,28.8,37.8,0
cat,Bengal,183.6,21.5,38.5,0
cat,Bengal,155.7,38.6,38.3,0
cat,Bengal,192.1,34.1,38.3,0
cat,Siamese,201.5,38.3,38.8,0
cat,Siamese,178.4,16.9,39.1,0
dog,Bulldog,70.1,23.9,37.6,0
dog,German Shepherd,71.6,10.3,38.4,0
dog,Beagle,89.7,23.2,37.9,0
cat,Persian,171.7,29.4,38.8,0
cat,Siamese,359.6,29.9,39.2,1
cat,Sphynx,167.3,29.5,39.0,0
cat,Sphynx,137.4,35.0,39.1,0
cat,Sphynx,217.5,36.3,39.0,0
cat,Maine Coon,134.2,32.2,38.5,0
dog,German Shepherd,63.1,20.0,38.7,0
dog,German Shepherd,67.9,19.9,38.6,0
dog,German Shepherd,96.7,11.0,37.7,0
cat,Persian,127.9,30.0,40.2,3
dog,German Shepherd,169.8,23.0,38.6,1
cat,Persian,125.7,33.2,38.7,0
dog,Poodle,79.1,17.8,38.8,0
dog,Siberian Husky,75.7,12.0,37.5,0
cat,Maine Coon,214.2,25.5,38.5,0
dog,Labrador,79.7,19.7,38.8,0
dog,Siberian Husky,84.2,12.4,37.6,0
dog,Bulldog,94.4,12.2,38.9,0
dog,Bulldog,65.6,10.2,38.3,0
cat,Persian,142.8,34.3,38.3,0
cat,Maine Coon,165.2,16.2,39.0,0
cat,Bengal,211.6,27.3,38.2,0
cat,Bengal,206.7,19.9,38.8,0
cat,Bengal,140.9,27.9,38.4,0
cat,Bengal,219.2,26.3,38.2,0
dog,Poodle,89.7,16.8,38.2,0
dog,Poodle,75.4,29.2,38.9,0
dog,Bulldog,75.7,23.9,38.9,0
cat,Sphynx,204.8,28.8,38.2,0
dog,Labrador,64.8,20.9,37.5,0
dog,Labrador,86.3,22.8,37.5,0
dog,Siberian Husky,93.7,24.6,38.7,0
cat,Bengal,195.0,29.2,38.5,0
dog,Siberian Husky,60.8,10.3,38.3,0
cat,Maine Coon,219.4,20.4,38.9,0
dog,Bulldog,76.0,21.6,38.3,0
cat,Bengal,165.6,16.9,38.0,0
dog,Poodle,83.1,17.3,38.9,0
dog,Siberian Husky,96.6,29.1,38.0,0
cat,Siamese,141.8,33.1,39.1,0
dog,Poodle,79.5,23.0,38.9,0
cat,Siamese,181.9,34.0,38.6,0
dog,Labrador,65.1,23.5,38.0,0
dog,German Shepherd,89.2,12.6,38.5,0
dog,Bulldog,81.6,14.1,38.9,0
dog,Labrador,86.8,27.8,38.0,0
dog,German Shepherd,90.0,12.7,37.6,0
dog,Siberian Husky,86.1,25.4,37.7,0
cat,Sphynx,175.8,22.0,38.2,0
dog,Bulldog,62.8,13.7,38.5,0
dog,Labrador,69.2,18.2,37.9,0
cat,Sphynx,170.1,39.6,39.0,0
cat,Bengal,189.5,25.6,38.2,0
dog,Poodle,92.9,17.1,38.5,0
cat,Persian,149.4,29.8,38.4,0
cat,Sphynx,178.9,26.5,39.1,0
dog,Beagle,75.2,13.9,38.2,0
cat,Maine Coon,173.6,28.4,38.1,0
dog,Beagle,99.9,25.4,38.6,0
dog,Labrador,89.8,23.6,37.9,0
cat,Bengal,150.3,66.3,38.9,2
cat,Persian,154.0,37.6,38.1,0
cat,Persian,157.8,25.9,38.4,0
cat,Sphynx,138.8,24.6,38.0,0
dog,Bulldog,95.7,23.8,37.9,0
cat,Bengal,160.3,21.8,39.1,0
dog,German Shepherd,82.5,21.2,38.4,0
dog,Labrador,78.3,28.8,38.8,0
dog,Bulldog,88.0,28.1,38.7,0
cat,Persian,136.4,17.0,38.2,0
cat,Siamese,131.1,35.1,38.2,0
dog,Siberian Husky,83.8,20.8,39.0,0
dog,Bulldog,71.9,26.8,38.7,0
cat,Sphynx,148.9,31.9,38.7,0
dog,Siberian Husky,63.5,14.5,37.8,0
dog,German Shepherd,62.3,12.2,37.8,0
cat,Siamese,161.9,25.2,38.1,0
dog,Bulldog,72.7,15.2,37.6,0
cat,Siamese,143.2,26.3,38.9,0
cat,Bengal,160.4,32.4,38.1,0
cat,Sphynx,125.1,32.6,38.7,0
cat,Persian,147.3,28.2,38.4,0
dog,Labrador,67.5,11.1,37.6,0
dog,Siberian Husky,94.2,23.7,38.3,0
cat,Maine Coon,185.7,35.3,38.8,0
dog,Poodle,98.2,14.2,38.7,0
dog,German Shepherd,72.7,15.7,37.6,0
cat,Sphynx,156.8,27.5,38.5,0
dog,German Shepherd,66.7,12.1,38.5,0
cat,Persian,158.7,37.8,39.2,0
cat,Siamese,148.7,17.8,38.4,0
dog,German Shepherd,67.4,11.2,38.4,0
cat,Sphynx,213.2,28.3,38.4,0
dog,Bulldog,84.5,18.4,37.9,0
dog,Poodle,67.3,24.9,38.8,0
cat,Persian,199.8,18.4,39.0,0
cat,Bengal,178.5,22.5,39.1,0
